Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
Little Italy,40.719323793959106,-73.99730467208079,Fig. 19,40.71950950480725,-73.9934256420598,Speakeasy
Little Italy,40.719323793959106,-73.99730467208079,Bowery Ballroom,40.72032836818677,-73.99333511789582,Rock Club
Little Italy,40.719323793959106,-73.99730467208079,Black Seed Bagels,40.720846,-73.994689,Bagel Shop
Little Italy,40.719323793959106,-73.99730467208079,Rintintin,40.72119962704805,-73.99471987162924,Middle Eastern Restaurant
Little Italy,40.719323793959106,-73.99730467208079,YogaWorks Soho,40.720861,-74.000868,Yoga Studio
Little Italy,40.719323793959106,-73.99730467208079,Tai Pan Bakery 大班,40.7168862755231,-73.99803662360377,Bakery
Little Italy,40.719323793959106,-73.99730467208079,Teado,40.71718422928588,-73.9948832988739,Bubble Tea Shop
Little Italy,40.719323793959106,-73.99730467208079,Lung Moon Bakery,40.71651806515868,-73.99895204041454,Bakery
Little Italy,40.719323793959106,-73.99730467208079,CB2,40.72059,-74.00106,Furniture / Home Store
Little Italy,40.719323793959106,-73.99730467208079,SKY TING YOGA,40.71646917184756,-73.99501982858183,Yoga Studio
Little Italy,40.719323793959106,-73.99730467208079,Peasant,40.72172197017359,-73.99445044122072,Italian Restaurant
Little Italy,40.719323793959106,-73.99730467208079,The Boil,40.719725568161635,-73.99305352157174,Seafood Restaurant
Little Italy,40.719323793959106,-73.99730467208079,Sweets Bakery,40.71748255654752,-73.99953247138122,Bakery
Little Italy,40.719323793959106,-73.99730467208079,Cocoron,40.720229518846686,-73.99296820163727,Japanese Restaurant
Little Italy,40.719323793959106,-73.99730467208079,Elizabeth Street Garden,40.72213773713652,-73.99474431471144,Garden
Little Italy,40.719323793959106,-73.99730467208079,Canal Body Work Inc.,40.71765752227667,-73.99946783796528,Massage Studio
Little Italy,40.719323793959106,-73.99730467208079,MoMA Design Store,40.72273658211859,-73.99795434756109,Gift Shop
Little Italy,40.719323793959106,-73.99730467208079,Brodo,40.72253082306549,-73.99704794955281,Soup Place
Little Italy,40.719323793959106,-73.99730467208079,Big Wong King 大旺,40.71619620821637,-73.99830311536789,Chinese Restaurant
Little Italy,40.719323793959106,-73.99730467208079,Balthazar,40.72272353497926,-73.99816997062293,French Restaurant
Soho,40.72218384131798,-74.00065666959766,Purl Soho,40.72232557144822,-74.00099382065245,Arts & Crafts Store
Soho,40.72218384131798,-74.00065666959766,Sam Brocato Salon,40.72237108289381,-74.00256220830157,Salon / Barbershop
Soho,40.72218384131798,-74.00065666959766,Saturdays Surf NYC,40.720746,-73.999346,Clothing Store
Soho,40.72218384131798,-74.00065666959766,MUJI 無印良品 (MUJI),40.72070927138853,-74.00101482868195,Miscellaneous Shop
Soho,40.72218384131798,-74.00065666959766,Dance With Me SoHo,40.72257786685151,-74.00136338778867,Dance Studio
Soho,40.72218384131798,-74.00065666959766,MarieBelle,40.72310132633388,-74.00247749675871,Dessert Shop
Soho,40.72218384131798,-74.00065666959766,ONS Clothing,40.72342737442366,-74.00074180297155,Men's Store
Soho,40.72218384131798,-74.00065666959766,Isabel Marant,40.722629955557686,-74.00151142080148,Women's Store
Soho,40.72218384131798,-74.00065666959766,Kate Spade,40.722311013568714,-74.00055452907056,Women's Store
Soho,40.72218384131798,-74.00065666959766,Harney & Sons,40.721451,-73.999394,Tea Room
Soho,40.72218384131798,-74.00065666959766,SoulCycle SoHo,40.72189927604923,-73.99871671615028,Cycle Studio
Soho,40.72218384131798,-74.00065666959766,The Drawing Center,40.72239295664532,-74.00273018907352,Art Museum
Soho,40.72218384131798,-74.00065666959766,Henrik Vibskov,40.72227892392316,-74.00087914573193,Boutique
Soho,40.72218384131798,-74.00065666959766,SuitSupply,40.72217290184468,-74.00111138820648,Men's Store
Soho,40.72218384131798,-74.00065666959766,The Vans DQM General,40.72153404146966,-74.00210940728857,Shoe Store
Soho,40.72218384131798,-74.00065666959766,The Line – New York,40.72346579399155,-74.0006060728149,Design Studio
Soho,40.72218384131798,-74.00065666959766,John Varvatos SoHo,40.72375197096025,-74.00039319842574,Clothing Store
Soho,40.72218384131798,-74.00065666959766,YogaWorks Soho,40.720861,-74.000868,Yoga Studio
Soho,40.72218384131798,-74.00065666959766,Sunrise Mart,40.723192447123495,-74.00277519105448,Supermarket
Soho,40.72218384131798,-74.00065666959766,Georgetown Cupcake,40.72373721901756,-73.99933920166615,Cupcake Shop
Soho,40.72218384131798,-74.00065666959766,Judd Foundation,40.72347370185339,-73.99950860631412,Art Gallery
Soho,40.72218384131798,-74.00065666959766,Eden Fine Art,40.722606705991694,-74.00143248875875,Art Gallery
Soho,40.72218384131798,-74.00065666959766,Balthazar,40.72272353497926,-73.99816997062293,French Restaurant
Soho,40.72218384131798,-74.00065666959766,Le Botaniste,40.720544695755194,-74.00013783329237,Vegetarian / Vegan Restaurant
Soho,40.72218384131798,-74.00065666959766,American Two Shot,40.72034401126167,-73.99972427347925,Women's Store
Soho,40.72218384131798,-74.00065666959766,Madewell,40.72155694395523,-73.99971205607466,Women's Store
Soho,40.72218384131798,-74.00065666959766,Y7 Studio - Soho,40.721440655284646,-73.99893612207057,Yoga Studio
Soho,40.72218384131798,-74.00065666959766,Acne Studios,40.72168782366483,-74.0022980335767,Clothing Store
Soho,40.72218384131798,-74.00065666959766,Kirna Zabête,40.72268384096798,-74.00216009764425,Women's Store
Soho,40.72218384131798,-74.00065666959766,The Frye Company,40.72365290545018,-73.99995358101629,Shoe Store
Soho,40.72218384131798,-74.00065666959766,CB2,40.72059,-74.00106,Furniture / Home Store
Soho,40.72218384131798,-74.00065666959766,Devachan Salon and Deva Spa,40.72119715178321,-73.99896025657654,Salon / Barbershop
Soho,40.72218384131798,-74.00065666959766,Proper Cloth,40.72211191788492,-73.99982929229736,Men's Store
Soho,40.72218384131798,-74.00065666959766,Antique Garage,40.72141826939049,-74.001343345271,Mediterranean Restaurant
Soho,40.72218384131798,-74.00065666959766,Leslie+Lohman Museum of Gay & Lesbian Art,40.72177971162039,-74.00316977960017,Art Gallery
Soho,40.72218384131798,-74.00065666959766,Rudy's Music Soho,40.722379896306556,-74.00112820554254,Music Store
Soho,40.72218384131798,-74.00065666959766,Vosges Haut Chocolat,40.72389546724213,-74.00057230171296,Candy Store
Soho,40.72218384131798,-74.00065666959766,Sam Edelman,40.72358027474581,-73.99980126543394,Shoe Store
Soho,40.72218384131798,-74.00065666959766,AllSaints,40.722490588436955,-73.99907091402345,Clothing Store
Soho,40.72218384131798,-74.00065666959766,Theory Greene Street,40.72226500650954,-74.00195580183504,Clothing Store
Soho,40.72218384131798,-74.00065666959766,James Perse,40.722140182868095,-74.000518773803,Boutique
Soho,40.72218384131798,-74.00065666959766,Dermalogica,40.721054228187626,-74.00090198718617,Spa
Soho,40.72218384131798,-74.00065666959766,MoMA Design Store,40.72273658211859,-73.99795434756109,Gift Shop
Soho,40.72218384131798,-74.00065666959766,3x1,40.72058522281517,-74.00207741465367,Clothing Store
Soho,40.72218384131798,-74.00065666959766,Dr. Martens,40.72426108883729,-74.00132815021432,Shoe Store
Soho,40.72218384131798,-74.00065666959766,CHANEL,40.72428858097767,-74.00084325633776,Boutique
Soho,40.72218384131798,-74.00065666959766,Osteria Morini,40.72199,-73.99779,Italian Restaurant
Soho,40.72218384131798,-74.00065666959766,Despaña,40.72114442373172,-73.99796266127038,Spanish Restaurant
Soho,40.72218384131798,-74.00065666959766,rag & bone,40.72412029357941,-73.99929821491241,Clothing Store
Soho,40.72218384131798,-74.00065666959766,Blue in Green,40.720819039579546,-74.0030216371939,Men's Store
Soho,40.72218384131798,-74.00065666959766,Cipriani Downtown,40.723565299001635,-74.00277252633407,Italian Restaurant
Soho,40.72218384131798,-74.00065666959766,Sonos,40.72451,-74.000056,Electronics Store
Soho,40.72218384131798,-74.00065666959766,What Goes Around Comes Around,40.72290052789428,-74.00330966467881,Women's Store
Soho,40.72218384131798,-74.00065666959766,LF Boutique,40.72437215752324,-74.00149641050153,Boutique
Soho,40.72218384131798,-74.00065666959766,Jack's Wife Freda,40.722022,-73.997528,Mediterranean Restaurant
Soho,40.72218384131798,-74.00065666959766,Champion Pizza Soho,40.721637542248196,-73.99747002195814,Pizza Place
Soho,40.72218384131798,-74.00065666959766,Pratima Spa,40.72432264518866,-73.99960731519259,Spa
Soho,40.72218384131798,-74.00065666959766,Eileen's Special Cheesecake,40.72159493364086,-73.99749153217225,Bakery
Soho,40.72218384131798,-74.00065666959766,La Esquina,40.72159769818963,-73.99747136388419,Mexican Restaurant
Soho,40.72218384131798,-74.00065666959766,UNIQLO,40.72337747547583,-73.99797416500556,Clothing Store
Soho,40.72218384131798,-74.00065666959766,Aurora,40.72342550635,-74.00327713154016,Italian Restaurant
Soho,40.72218384131798,-74.00065666959766,Crosby Street Hotel,40.72301050973039,-73.99745413751765,Hotel
Soho,40.72218384131798,-74.00065666959766,Ground Support,40.724292163165124,-74.00212009222999,Coffee Shop
Soho,40.72218384131798,-74.00065666959766,Pi Greek Bakerie,40.723515651165286,-74.00344360363695,Bakery
Soho,40.72218384131798,-74.00065666959766,La Compagnie des Vins Surnaturels,40.720447943059405,-73.9979693380989,Wine Bar
Soho,40.72218384131798,-74.00065666959766,Ed's Lobster Bar,40.721989915270875,-73.99734249611029,Seafood Restaurant
Soho,40.72218384131798,-74.00065666959766,Café Select,40.721610106927905,-73.99754935696119,Swiss Restaurant
Soho,40.72218384131798,-74.00065666959766,Taschen,40.72458985306356,-73.9996876100457,Bookstore
Soho,40.72218384131798,-74.00065666959766,Sanctuary T,40.722504270691346,-74.00376593173021,Tea Room
Soho,40.72218384131798,-74.00065666959766,Michele Varian Shop,40.71959880734016,-74.00048534062566,Design Studio
Soho,40.72218384131798,-74.00065666959766,A.P.C.,40.724413061269416,-73.998758045974,Clothing Store
Soho,40.72218384131798,-74.00065666959766,Opening Ceremony,40.71965414131363,-74.00082112324672,Boutique
Soho,40.72218384131798,-74.00065666959766,Outdoor Voices,40.72049,-73.998024,Clothing Store
Soho,40.72218384131798,-74.00065666959766,Maman,40.720222,-73.998327,Café
Soho,40.72218384131798,-74.00065666959766,Sacred Tattoo,40.719682883306085,-74.00175759058459,Tattoo Parlor
Soho,40.72218384131798,-74.00065666959766,Baby Grand,40.71991065138275,-73.99926856046173,Karaoke Bar
Soho,40.72218384131798,-74.00065666959766,New York Pilates - Soho,40.719369601409646,-74.00055460146214,Pilates Studio
Soho,40.72218384131798,-74.00065666959766,sweetgreen,40.7211844,-73.9971105,Salad Place
Soho,40.72218384131798,-74.00065666959766,The Crosby Bar,40.72297955751241,-73.99732413690482,Hotel Bar
Soho,40.72218384131798,-74.00065666959766,Boqueria,40.7248,-74.00222,Tapas Restaurant
Soho,40.72218384131798,-74.00065666959766,Smile To Go,40.719501784648386,-74.00035976290636,Café
Soho,40.72218384131798,-74.00065666959766,Five Points Academy,40.71956613944412,-73.99981894110421,Martial Arts Dojo
Soho,40.72218384131798,-74.00065666959766,by CHLOE.,40.72277,-73.9972,Vegetarian / Vegan Restaurant
Soho,40.72218384131798,-74.00065666959766,Lure Fishbar,40.72457193543882,-73.99846947024893,Seafood Restaurant
Soho,40.72218384131798,-74.00065666959766,Ladurée,40.72452315456703,-74.00274772611498,Dessert Shop
Soho,40.72218384131798,-74.00065666959766,Brodo,40.72253082306549,-73.99704794955281,Soup Place
Soho,40.72218384131798,-74.00065666959766,Mercer Kitchen,40.72468796609349,-73.99867503501252,American Restaurant
Soho,40.72218384131798,-74.00065666959766,Rachel Comey,40.723493042939545,-73.99715109432377,Boutique
Soho,40.72218384131798,-74.00065666959766,Hirohisa,40.72456567801656,-74.00287302105048,Japanese Restaurant
Soho,40.72218384131798,-74.00065666959766,Le Coucou,40.71911370398213,-74.00020174355126,French Restaurant
Soho,40.72218384131798,-74.00065666959766,CAVA,40.72192791798716,-73.99651188343245,Mediterranean Restaurant
Soho,40.72218384131798,-74.00065666959766,Victoria's Secret PINK,40.72428716076874,-73.99795813925839,Lingerie Store
Soho,40.72218384131798,-74.00065666959766,Shinola Soho,40.72489827560065,-73.99903501141586,Watch Shop
Soho,40.72218384131798,-74.00065666959766,Happy Bones,40.7206477431811,-73.9971250494221,Coffee Shop
Soho,40.72218384131798,-74.00065666959766,Everyman Espresso,40.72137,-74.004377,Coffee Shop
Soho,40.72218384131798,-74.00065666959766,Museum of Chinese in America (MOCA),40.71936148321417,-73.99908632040024,History Museum
Soho,40.72218384131798,-74.00065666959766,Dean & DeLuca,40.72413942875559,-73.99762330336448,Gourmet Shop
Soho,40.72218384131798,-74.00065666959766,Prada,40.72446757891161,-73.99818314779806,Boutique
Soho,40.72218384131798,-74.00065666959766,UFC NYC - SoHo,40.71932383938399,-74.00177756502949,Boxing Gym
Soho,40.72218384131798,-74.00065666959766,Pasquale Jones,40.721038591047176,-73.99675011634827,American Restaurant
West Village,40.734433935724375,-74.00617998126819,L'Artusi,40.733887817554255,-74.00511448337453,Italian Restaurant
West Village,40.734433935724375,-74.00617998126819,I Sodi,40.733347779050895,-74.00494719308303,Italian Restaurant
West Village,40.734433935724375,-74.00617998126819,Decoy,40.734181587313365,-74.00646239519119,Chinese Restaurant
West Village,40.734433935724375,-74.00617998126819,RedFarm,40.73416895229589,-74.00625367536026,Chinese Restaurant
West Village,40.734433935724375,-74.00617998126819,Employees Only,40.7334216177383,-74.00622759147551,Speakeasy
West Village,40.734433935724375,-74.00617998126819,The ELK,40.7341571981377,-74.00744944810867,Coffee Shop
West Village,40.734433935724375,-74.00617998126819,Goorin Bros. Hat Shop - West Village,40.73360879617734,-74.00441099976986,Accessories Store
West Village,40.734433935724375,-74.00617998126819,Upright Brew House,40.734984297007806,-74.00614324770322,Gastropub
West Village,40.734433935724375,-74.00617998126819,Westville West,40.73405465754775,-74.00427852255717,American Restaurant
West Village,40.734433935724375,-74.00617998126819,The Spotted Pig,40.73566739355822,-74.00681497618615,Gastropub
West Village,40.734433935724375,-74.00617998126819,Aria Wine Bar,40.7351272,-74.0067308,Wine Bar
West Village,40.734433935724375,-74.00617998126819,Mémé Mediterranean,40.73635,-74.00588,Mediterranean Restaurant
West Village,40.734433935724375,-74.00617998126819,The Meadow - Manhattan,40.733959545434345,-74.0062690796314,Gourmet Shop
West Village,40.734433935724375,-74.00617998126819,SOCKERBIT sweet & swedish,40.733447051985785,-74.00400457341316,Candy Store
West Village,40.734433935724375,-74.00617998126819,McNulty's Tea & Coffee Co,40.733294099833444,-74.00520280831209,Gourmet Shop
West Village,40.734433935724375,-74.00617998126819,Magnolia Bakery,40.735885560699764,-74.00514884838778,Bakery
West Village,40.734433935724375,-74.00617998126819,CAP Beauty,40.73385696783373,-74.00561622813275,Cosmetics Shop
West Village,40.734433935724375,-74.00617998126819,Orient Express,40.73567134036962,-74.00737692416054,Cocktail Bar
West Village,40.734433935724375,-74.00617998126819,James Perse,40.734472103518485,-74.00463222273412,Boutique
West Village,40.734433935724375,-74.00617998126819,Jo Malone London,40.733491361318045,-74.00432077905795,Cosmetics Shop
West Village,40.734433935724375,-74.00617998126819,Wallsé,40.73549475640124,-74.00825668820814,Austrian Restaurant
West Village,40.734433935724375,-74.00617998126819,Garber Hardware,40.733973589411505,-74.00735287811784,Hardware Store
West Village,40.734433935724375,-74.00617998126819,Sweet Corner Bakeshop,40.73442929959942,-74.00620482734881,Bakery
West Village,40.734433935724375,-74.00617998126819,The Little Owl,40.73244092098896,-74.0054235934664,American Restaurant
West Village,40.734433935724375,-74.00617998126819,Uncle Funkys Boards,40.73420608858602,-74.00725520439772,Board Shop
West Village,40.734433935724375,-74.00617998126819,Buvette,40.732782202032624,-74.00427521034509,French Restaurant
West Village,40.734433935724375,-74.00617998126819,Aēsop,40.73359786967251,-74.00440708436697,Cosmetics Shop
West Village,40.734433935724375,-74.00617998126819,Housing Works Thrift Shop,40.73385479510609,-74.00588531308613,Thrift / Vintage Store
West Village,40.734433935724375,-74.00617998126819,The Otheroom,40.73487252715654,-74.00806397722079,Wine Bar
West Village,40.734433935724375,-74.00617998126819,Frankies Spuntino 570,40.73579422139396,-74.00598243775865,Italian Restaurant
West Village,40.734433935724375,-74.00617998126819,Turks & Frogs,40.735689389502845,-74.00732921958111,Wine Bar
West Village,40.734433935724375,-74.00617998126819,11th Street Cafe,40.7356474877685,-74.00756022712986,Breakfast Spot
West Village,40.734433935724375,-74.00617998126819,Bleecker Playground,40.73646598207794,-74.00547854608396,Playground
West Village,40.734433935724375,-74.00617998126819,Via Carota,40.73305214118735,-74.00357299198289,Italian Restaurant
West Village,40.734433935724375,-74.00617998126819,Empellón Taqueria,40.7341333,-74.00314689999999,Taco Place
West Village,40.734433935724375,-74.00617998126819,Fedora,40.734465303627914,-74.0030021994743,New American Restaurant
West Village,40.734433935724375,-74.00617998126819,Fairfax,40.73423876211176,-74.00298800466628,Café
West Village,40.734433935724375,-74.00617998126819,Smalls Jazz Club,40.734358,-74.002789,Jazz Club
West Village,40.734433935724375,-74.00617998126819,Sant Ambroeus West Village,40.73547913052668,-74.00334772613444,Italian Restaurant
West Village,40.734433935724375,-74.00617998126819,Flip N Toss,40.73347059050955,-74.00360251762612,Burger Joint
West Village,40.734433935724375,-74.00617998126819,Caudalie,40.73291592825322,-74.00386113014463,Cosmetics Shop
West Village,40.734433935724375,-74.00617998126819,Mary's Fish Camp,40.734792414478335,-74.00312125130755,Seafood Restaurant
West Village,40.734433935724375,-74.00617998126819,Health & Harmony,40.732009055896384,-74.00657296964181,Food & Drink Shop
West Village,40.734433935724375,-74.00617998126819,Malatesta Trattoria,40.73280815951983,-74.00852213960592,Italian Restaurant
West Village,40.734433935724375,-74.00617998126819,Extra Virgin,40.73533960098671,-74.00332725652542,Italian Restaurant
West Village,40.734433935724375,-74.00617998126819,Whittemore House,40.73286622815428,-74.00410787281443,Salon / Barbershop
West Village,40.734433935724375,-74.00617998126819,The Garden at St. Luke in the Fields,40.731779943709725,-74.00666673502485,Garden
West Village,40.734433935724375,-74.00617998126819,Wilfie & Nell,40.7340521,-74.0031649,Gastropub
West Village,40.734433935724375,-74.00617998126819,Marie's Crisis Cafe,40.733221,-74.003378,Piano Bar
West Village,40.734433935724375,-74.00617998126819,Bar Sardine,40.7343340194585,-74.00282531976698,Gastropub
West Village,40.734433935724375,-74.00617998126819,Fat Cat,40.73366485904617,-74.00294995195692,Jazz Club
West Village,40.734433935724375,-74.00617998126819,Chumley's,40.7320556915209,-74.00519210435046,Speakeasy
West Village,40.734433935724375,-74.00617998126819,HB Studio,40.73627549052356,-74.00759406399125,Performing Arts Venue
West Village,40.734433935724375,-74.00617998126819,Hotoveli,40.735670630730304,-74.00341902885579,Clothing Store
West Village,40.734433935724375,-74.00617998126819,Big Gay Ice Cream Shop,40.733210542604546,-74.0030594673938,Ice Cream Shop
West Village,40.734433935724375,-74.00617998126819,Hakata Tonton,40.73310164800754,-74.00316738402563,Japanese Restaurant
West Village,40.734433935724375,-74.00617998126819,Jeju Noodle Bar,40.73294539559912,-74.0073655954149,Korean Restaurant
West Village,40.734433935724375,-74.00617998126819,Savor Spa / Om Aroma & Co.,40.7356289929649,-74.00749345307065,Cosmetics Shop
West Village,40.734433935724375,-74.00617998126819,Stephen Weiss Studio,40.73418272255223,-74.00708109917944,Art Gallery
West Village,40.734433935724375,-74.00617998126819,Refine Method,40.73496122634544,-74.00756833990988,Gym
West Village,40.734433935724375,-74.00617998126819,Takashi,40.731493,-74.006497,Japanese Restaurant
West Village,40.734433935724375,-74.00617998126819,Hudson River Park Run,40.73441328403598,-74.01000022888184,Park
West Village,40.734433935724375,-74.00617998126819,Bobo,40.734379,-74.002545,French Restaurant
West Village,40.734433935724375,-74.00617998126819,Malaparte,40.736859,-74.008093,Italian Restaurant
West Village,40.734433935724375,-74.00617998126819,Perry St,40.734453230733486,-74.0099817730103,New American Restaurant
West Village,40.734433935724375,-74.00617998126819,Sushi Nakazawa,40.731718822422486,-74.00439963665025,Sushi Restaurant
West Village,40.734433935724375,-74.00617998126819,Left Bank,40.73516862229292,-74.00693747867413,New American Restaurant
West Village,40.734433935724375,-74.00617998126819,Peloton Tread,40.73239445636586,-74.00768791828088,Gym / Fitness Center
West Village,40.734433935724375,-74.00617998126819,Injera,40.73722010239397,-74.00536815153951,Ethiopian Restaurant
West Village,40.734433935724375,-74.00617998126819,Bleecker Street Pizza,40.73226793926731,-74.00358913751454,Pizza Place
West Village,40.734433935724375,-74.00617998126819,Tartine,40.73627218505383,-74.0033895696301,French Restaurant
West Village,40.734433935724375,-74.00617998126819,The Archive Roofdeck,40.732316863854955,-74.00818517758691,Scenic Lookout
West Village,40.734433935724375,-74.00617998126819,The Duplex,40.73362737810648,-74.00261086731909,Gay Bar
West Village,40.734433935724375,-74.00617998126819,Toby's Estate Coffee,40.73491348804492,-74.00205073261284,Coffee Shop
West Village,40.734433935724375,-74.00617998126819,55 Bar,40.73377916477214,-74.0022486448288,Jazz Club
West Village,40.734433935724375,-74.00617998126819,Abingdon Square Park,40.73738578107579,-74.005263193582,Park
West Village,40.734433935724375,-74.00617998126819,té (Té Company),40.734537261775436,-74.00182753801346,Tea Room
West Village,40.734433935724375,-74.00617998126819,Dominique Ansel Kitchen,40.73482284737843,-74.0020456021696,Bakery
West Village,40.734433935724375,-74.00617998126819,Mezzrow,40.73447,-74.0019,Jazz Club
West Village,40.734433935724375,-74.00617998126819,Stonewall Inn,40.73367611390823,-74.0021494330631,Gay Bar
West Village,40.734433935724375,-74.00617998126819,Casa,40.731505,-74.004863,Brazilian Restaurant
West Village,40.734433935724375,-74.00617998126819,Kish-Kash,40.73133363431623,-74.00670581692754,Moroccan Restaurant
West Village,40.734433935724375,-74.00617998126819,Casa La Femme,40.734191373041114,-74.00813318077364,Lounge
West Village,40.734433935724375,-74.00617998126819,Joseph Leonard,40.733681436202154,-74.00176726868112,New American Restaurant
West Village,40.734433935724375,-74.00617998126819,Hudson River Park,40.733227002381305,-74.0104541746021,Park
West Village,40.734433935724375,-74.00617998126819,Hudson Clearwater,40.7310779928982,-74.00690764188766,New American Restaurant
West Village,40.734433935724375,-74.00617998126819,Entwine,40.737355,-74.008061,Wine Bar
West Village,40.734433935724375,-74.00617998126819,Cherry Lane Theatre,40.73139456167566,-74.00544750168737,Theater
West Village,40.734433935724375,-74.00617998126819,The Warren NYC,40.7331756,-74.0067516,Restaurant
West Village,40.734433935724375,-74.00617998126819,Amber,40.73295838510926,-74.00685950040614,Sushi Restaurant
West Village,40.734433935724375,-74.00617998126819,The Blind Tiger,40.73182351997359,-74.003316833029,Beer Bar
West Village,40.734433935724375,-74.00617998126819,Urban Zen,40.734116748293,-74.00705921168708,Temple
West Village,40.734433935724375,-74.00617998126819,Brooklyn Fare,40.73206320000001,-74.0079593,Supermarket
West Village,40.734433935724375,-74.00617998126819,Taïm,40.735970102491926,-74.00194019079207,Falafel Restaurant
West Village,40.734433935724375,-74.00617998126819,John's of Bleecker Street,40.73173166751651,-74.0032673491852,Pizza Place
West Village,40.734433935724375,-74.00617998126819,Three Lives & Company,40.73442736120523,-74.00139223025236,Bookstore
West Village,40.734433935724375,-74.00617998126819,Cafe Cluny,40.737538259108504,-74.0038972751964,American Restaurant
West Village,40.734433935724375,-74.00617998126819,Barbuto,40.73767622078309,-74.00819431387538,Italian Restaurant
West Village,40.734433935724375,-74.00617998126819,Morandi,40.7353343387144,-74.0017210581156,Italian Restaurant
West Village,40.734433935724375,-74.00617998126819,Citi Bike Station,40.73291740326451,-74.00706052780151,Bike Rental / Bike Share
Manhattan Valley,40.7973070417029,-73.96428617740662,Saiguette,40.79920874028028,-73.96277971431024,Vietnamese Restaurant
Manhattan Valley,40.7973070417029,-73.96428617740662,HI New York Hostel,40.798790078767915,-73.96659780899435,Hostel
Manhattan Valley,40.7973070417029,-73.96428617740662,Osteria 106,40.79882481969301,-73.96179298262278,Italian Restaurant
Manhattan Valley,40.7973070417029,-73.96428617740662,Bob's Your Uncle,40.7988711470043,-73.96302240830396,Bar
Manhattan Valley,40.7973070417029,-73.96428617740662,Chirping Chicken,40.799370767064154,-73.96293747081535,Fried Chicken Joint
Manhattan Valley,40.7973070417029,-73.96428617740662,Michaels,40.79491776675261,-73.96603177889854,Arts & Crafts Store
Manhattan Valley,40.7973070417029,-73.96428617740662,Mokja,40.797706635429854,-73.9677888515501,Korean Restaurant
Manhattan Valley,40.7973070417029,-73.96428617740662,Whole Foods Wine Store,40.794285332292894,-73.96655816729033,Wine Shop
Manhattan Valley,40.7973070417029,-73.96428617740662,Starbucks,40.79536902,-73.96558901,Coffee Shop
Manhattan Valley,40.7973070417029,-73.96428617740662,Gourmet Deli,40.79920173065755,-73.96291174986665,Deli / Bodega
Manhattan Valley,40.7973070417029,-73.96428617740662,Yoga To The People,40.79958793827724,-73.96819700736744,Yoga Studio
Manhattan Valley,40.7973070417029,-73.96428617740662,Whole Foods Market,40.79410991232108,-73.96663311005508,Grocery Store
Manhattan Valley,40.7973070417029,-73.96428617740662,Central Park - Strangers' Gate,40.79823664125415,-73.95989861532688,Park
Manhattan Valley,40.7973070417029,-73.96428617740662,Makana Hawaiian & Japanese BBQ,40.80028447955402,-73.96538903697369,Hawaiian Restaurant
Manhattan Valley,40.7973070417029,-73.96428617740662,Innovation Bike Shop,40.79942749355557,-73.96324524102491,Bike Shop
Manhattan Valley,40.7973070417029,-73.96428617740662,Chipotle Mexican Grill,40.79502134088973,-73.9656127136355,Mexican Restaurant
Manhattan Valley,40.7973070417029,-73.96428617740662,Broadway Dive,40.79797575759824,-73.96931697223722,Bar
Manhattan Valley,40.7973070417029,-73.96428617740662,Xi'an Famous Foods,40.798353,-73.969378,Chinese Restaurant
Manhattan Valley,40.7973070417029,-73.96428617740662,Ben & Jerry's 104th & Broadway,40.7997286,-73.9678537,Ice Cream Shop
Manhattan Valley,40.7973070417029,-73.96428617740662,Thai Market,40.801270037747216,-73.96514080681696,Thai Restaurant
Manhattan Valley,40.7973070417029,-73.96428617740662,SEPHORA,40.794759,-73.966366,Cosmetics Shop
Manhattan Valley,40.7973070417029,-73.96428617740662,Silver Moon Bakery,40.80047662802329,-73.96799885744083,Bakery
Manhattan Valley,40.7973070417029,-73.96428617740662,Awash,40.800761963974026,-73.96549522810935,Ethiopian Restaurant
Manhattan Valley,40.7973070417029,-73.96428617740662,Sal & Carmine's Pizza,40.79834700975136,-73.96913445406284,Pizza Place
Manhattan Valley,40.7973070417029,-73.96428617740662,Frederick Douglass Playground,40.797299396395424,-73.96770441586294,Playground
Manhattan Valley,40.7973070417029,-73.96428617740662,HomeGoods,40.79452332101835,-73.96589813670397,Furniture / Home Store
Manhattan Valley,40.7973070417029,-73.96428617740662,Plowshares Coffee Bloomingdale,40.80019097153275,-73.96806622850414,Coffee Shop
Manhattan Valley,40.7973070417029,-73.96428617740662,Doaba Deli,40.799513471286254,-73.96266286944638,Indian Restaurant
Manhattan Valley,40.7973070417029,-73.96428617740662,Felo Deli,40.795027772541935,-73.96418048446036,Deli / Bodega
Manhattan Valley,40.7973070417029,-73.96428617740662,Buchetta Brick Oven Pizza,40.79863082188752,-73.96751094579628,Pizza Place
Manhattan Valley,40.7973070417029,-73.96428617740662,Mama's Too,40.80078,-73.967626,Pizza Place
Manhattan Valley,40.7973070417029,-73.96428617740662,Long Teng Body Work,40.80064761723893,-73.96555600037206,Spa
Manhattan Valley,40.7973070417029,-73.96428617740662,Starbucks,40.79888,-73.96837,Coffee Shop
Manhattan Valley,40.7973070417029,-73.96428617740662,Tarr Family Playground,40.793705598390616,-73.96243213777245,Playground
Manhattan Valley,40.7973070417029,-73.96428617740662,La Toulousaine,40.80079840503486,-73.96550850238891,Café
